state,year,children,work,finc,ed
93,1993,2,0,6531.0726644,3
93,1993,0,0,3144.467128,7
93,1993,0,1,24449.314879,3
93,1993,0,1,10396.401384,10
93,1993,0,0,0,11
93,1993,1,1,222.14532872,7
93,1993,0,0,7836.1764706,11
93,1993,0,1,9328.9930796,11
93,1993,0,0,108592.41176,0
93,1993,0,1,44984.429066,10
93,1993,0,1,49008.591696,7
93,1993,0,1,6664.3598616,7
93,1993,3,1,1446.16609,3
93,1993,1,0,0,3
93,1993,0,1,7775.0865052,3
93,1993,1,0,35143.391003,0
93,1993,1,1,6664.3598616,10
93,1993,0,1,41707.785467,11
93,1993,0,1,15853.401384,11
93,1993,1,1,24435.986159,11
93,1993,2,1,18920.117647,11
93,1993,0,1,40541.522491,11
93,1993,0,0,0,7
93,1993,0,0,6664.3598616,3
93,1993,0,0,57987.705882,7
93,1993,0,0,31100.346021,11
93,1993,0,1,17771.626298,7
93,1993,4,0,11849.231834,10
93,1993,1,0,17771.626298,0
93,1993,0,0,0,7
93,1993,0,1,44184.705882,9
93,1993,2,0,16883.044983,11
93,1993,0,0,9742.183391,7
93,1993,2,0,7997.2318339,10
93,1993,1,1,9996.5397924,3
93,1993,0,1,4665.0519031,11
93,1993,2,1,33510.622837,11
93,1993,2,1,15550.17301,11
93,1993,0,0,11538.228374,9
93,1993,1,0,36461.823529,0
93,1993,2,1,15328.027682,7
93,1993,0,1,11107.266436,7
93,1993,4,0,8637.0103806,7
93,1993,4,1,8885.8131488,9
94,1993,4,0,5214.8615917,3
94,1993,4,1,26657.439446,7
94,1993,1,1,14383.910035,11
94,1993,1,0,14383.910035,11
94,1993,2,0,2832.3529412,11
94,1993,1,0,9333.4359862,11
94,1993,0,0,1066.2975779,7
95,1993,0,1,38875.432526,11
95,1993,0,1,37187.128028,7
95,1993,4,1,4010.83391,10
95,1993,2,0,7210.8373702,11
95,1993,0,1,32211.072664,3
95,1993,2,1,115884.33218,7
95,1993,2,0,3891.9861592,10
95,1993,3,0,0,10
95,1993,2,1,8885.8131488,10
95,1993,0,1,3333.2906574,7
95,1993,0,0,103346.44983,11
11,1994,0,0,5757.2064777,10
11,1994,1,0,12164.210526,10
11,1994,0,0,6642.01417,10
11,1994,1,0,14359.44332,9
11,1994,0,0,5251.4473684,0
11,1994,0,0,6082.1052632,7
11,1994,0,0,29817.044534,0
11,1994,0,1,38149.615385,9
11,1994,1,1,8667.2165992,11
11,1994,1,1,9530.3643725,11
11,1994,0,1,11912.955466,7
12,1994,0,1,9151.3157895,11
12,1994,0,0,3717.9251012,0
12,1994,4,1,8040.1619433,10
12,1994,0,0,27074.898785,10
12,1994,3,0,6892.1862348,7
12,1994,1,0,6900.8502024,7
13,1994,0,1,15277.823887,11
13,1994,1,0,7741.2550607,11
13,1994,3,1,21431.406883,10
14,1994,1,1,9705.8097166,11
14,1994,2,0,0,11
14,1994,4,0,10136.842105,10
14,1994,1,1,46605.647773,11
14,1994,1,1,14544.635628,11
14,1994,0,1,60539.473684,10
14,1994,5,0,10578.704453,9
14,1994,4,0,7139.1093117,11
14,1994,0,1,12454.453441,3
14,1994,4,1,17450.313765,11
14,1994,0,0,42845.48583,10
14,1994,2,0,2729.1497976,11
14,1994,2,0,16374.898785,11
14,1994,0,1,10841.87247,10
14,1994,1,0,5408.4817814,11
14,1994,0,1,46338.147773,11
14,1994,1,1,8570.8299595,11
14,1994,1,0,7524.6558704,11
14,1994,2,0,13593.765182,3
14,1994,3,0,7282.0647773,9
14,1994,2,0,5985.7186235,7
14,1994,1,0,5718.2186235,7
14,1994,1,0,5536.2753036,9
14,1994,0,1,73368.643725,3
14,1994,0,0,4548.582996,3
14,1994,0,1,60661.852227,11
14,1994,0,1,48243.137652,11
14,1994,1,1,13645.748988,11
14,1994,0,0,6082.1052632,11
14,1994,0,1,4548.582996,11
14,1994,3,0,7147.7732794,10
14,1994,1,1,7351.3765182,7
14,1994,0,0,6082.1052632,10
14,1994,0,1,22526.315789,11
14,1994,2,0,32514.787449,7
14,1994,1,1,21659.919028,11
14,1994,0,0,7524.6558704,7
14,1994,0,1,79395.516194,9
14,1994,2,0,32514.787449,9
14,1994,0,0,5822.1862348,9
14,1994,0,1,94361.437247,9
14,1994,2,1,2345.7692308,9
14,1994,2,0,7275.5668016,10
14,1994,0,0,14669.180162,7
14,1994,0,1,10548.380567,10
14,1994,0,0,40063.269231,0
14,1994,0,1,34655.870445,11
14,1994,4,0,17700.48583,3
14,1994,0,0,48188.987854,0
14,1994,0,0,42845.48583,10
14,1994,0,0,0,11
14,1994,0,1,6064.7773279,7
14,1994,3,1,7162.9352227,10
14,1994,0,0,0,9
14,1994,1,0,18811.639676,10
14,1994,0,0,14420.091093,7
14,1994,4,0,17284.615385,7
14,1994,2,1,20048.421053,10
14,1994,3,0,2495.2226721,10
14,1994,1,0,25991.902834,7
14,1994,0,1,15725.101215,7
14,1994,1,1,9443.7246964,9
14,1994,0,1,15367.712551,0
14,1994,1,0,11532.823887,9
14,1994,0,0,1195.6275304,7
14,1994,2,0,7147.7732794,11
14,1994,2,0,13593.765182,7
14,1994,0,1,9746.9635628,11
14,1994,3,0,8761.437247,11
14,1994,2,1,19646.629555,11
14,1994,0,0,14669.180162,11
14,1994,0,0,6147.0850202,11
14,1994,0,1,14420.091093,9
14,1994,3,0,9372.2469636,3
15,1994,0,1,25233.805668,11
15,1994,0,1,53062.469636,3
15,1994,1,0,5666.2348178,9
15,1994,3,0,8897.8947368,3
15,1994,0,1,11828.481781,10
15,1994,2,0,7199.757085,11
15,1994,0,1,10829.959514,9
15,1994,1,1,19605.475709,7
15,1994,0,1,21036.11336,3
15,1994,2,1,9129.6558704,11
15,1994,3,0,9227.1255061,3
15,1994,0,1,9751.2955466,9
15,1994,4,1,5928.3198381,11
15,1994,2,0,24908.906883,10
15,1994,2,1,9626.7510121,11
15,1994,0,1,2709.6558704,9
15,1994,1,0,30478.755061,9
15,1994,2,1,11479.757085,9
15,1994,1,1,9530.3643725,3
15,1994,0,0,5414.9797571,9
15,1994,0,1,12654.807692,7
15,1994,0,0,6316.0323887,10
16,1994,0,1,22526.315789,10
16,1994,5,0,11488.421053,11
16,1994,3,1,29132.591093,9
16,1994,0,1,22526.315789,10
16,1994,0,0,23910.384615,7
16,1994,2,1,18410.931174,10
16,1994,1,1,16764.777328,7
16,1994,3,1,9638.6639676,11
16,1994,0,1,14120.101215,11
16,1994,0,1,16059.746964,11
16,1994,1,0,6147.0850202,10
16,1994,0,1,17474.139676,9
21,1994,0,1,38013.157895,11
21,1994,0,0,5588.2591093,7
21,1994,3,0,14078.947368,11
21,1994,0,1,29921.012146,10
21,1994,0,1,94953.836032,7
21,1994,0,0,3171.0121457,7
21,1994,1,0,4418.6234818,11
21,1994,1,1,9974.3927126,7
21,1994,2,0,7472.6720648,11
21,1994,1,1,5207.0445344,11
21,1994,2,0,10613.360324,11
21,1994,0,0,21859.190283,11
21,1994,0,0,24497.368421,11
21,1994,0,1,6497.9757085,7
21,1994,9,0,17457.894737,10
21,1994,0,0,0,7
21,1994,2,0,0,11
21,1994,1,0,31298.582996,7
21,1994,0,0,7069.7975709,11
21,1994,5,0,451.60931174,11
21,1994,0,0,9007.2773279,11
21,1994,0,0,7069.7975709,9
21,1994,2,1,23206.437247,9
21,1994,1,0,5913.1578947,11
21,1994,1,0,3015.0607287,10
21,1994,0,0,0,9
21,1994,0,1,12995.951417,9
21,1994,2,0,0,11
21,1994,1,0,3069.2105263,9
21,1994,0,1,5878.5020243,11
21,1994,1,1,13323.016194,7
21,1994,1,1,28157.894737,7
21,1994,2,0,10177.995951,3
21,1994,4,0,5458.2995951,10
21,1994,5,0,4899.4736842,7
21,1994,0,1,19818.825911,9
21,1994,1,1,11293.481781,11
21,1994,1,1,16244.939271,11
21,1994,2,1,11912.955466,7
21,1994,0,0,8549.1700405,11
21,1994,1,0,1.0829959514,7
21,1994,2,0,7879.8785425,11
21,1994,3,0,1649.402834,10
21,1994,0,1,12997.034413,7
21,1994,0,0,4275.6680162,7
21,1994,0,1,47127.651822,10
21,1994,2,0,3248.9878543,11
21,1994,0,1,36821.862348,11
21,1994,1,1,11447.267206,10
21,1994,4,0,9714.4736842,9
21,1994,1,1,11371.45749,9
21,1994,0,1,22651.94332,10
21,1994,3,0,9658.1578947,10
21,1994,2,0,27074.898785,11
21,1994,0,0,19994.271255,0
21,1994,3,1,7840.8906883,10
21,1994,2,0,2477.8947368,9
21,1994,3,0,8496.1032389,11
21,1994,3,0,4576.7408907,7
21,1994,3,0,6437.3279352,11
21,1994,1,0,2731.3157895,11
21,1994,3,1,18109.8583,11
21,1994,0,1,31406.882591,7
21,1994,3,0,38182.105263,3
21,1994,0,0,6316.0323887,11
21,1994,1,0,6588.9473684,10
21,1994,1,0,5302.3481781,0
21,1994,2,0,3768.8259109,7
21,1994,0,0,11658.451417,7
21,1994,1,0,6588.9473684,3
21,1994,3,0,8306.5789474,11
21,1994,0,0,0,7
21,1994,0,1,649.79757085,0
21,1994,4,0,0,9
21,1994,0,0,11245.82996,7
21,1994,0,1,24058.755061,11
21,1994,3,0,38182.105263,11
21,1994,1,0,6368.0161943,10
21,1994,0,1,51247.368421,9
21,1994,0,0,6913.8461538,10
21,1994,3,0,11263.157895,11
21,1994,0,0,6718.9068826,11
21,1994,8,0,13769.210526,3
21,1994,2,1,24367.408907,11
21,1994,2,1,9573.6842105,11
21,1994,7,0,10983.744939,7
21,1994,3,0,38182.105263,3
21,1994,2,1,42168.61336,11
21,1994,1,1,31488.107287,10
21,1994,3,1,11914.038462,10
21,1994,1,1,22547.975709,7
21,1994,0,0,0,11
21,1994,2,0,6053.9473684,7
21,1994,3,0,9658.1578947,10
21,1994,3,0,7360.0404858,11
21,1994,3,0,12389.473684,11
21,1994,1,1,8100.8097166,7
21,1994,3,1,33382.267206,11
21,1994,1,0,4548.582996,9
21,1994,2,1,6757.8947368,9
21,1994,2,0,5800.5263158,11
21,1994,0,0,4574.5748988,7
21,1994,0,0,42370.050607,0
21,1994,1,1,44944.331984,11
21,1994,2,0,0,9
21,1994,2,0,37389.352227,7
21,1994,2,0,7902.6214575,11
21,1994,1,1,9088.5020243,7
21,1994,6,0,7797.5708502,11
21,1994,1,1,31450.202429,7
21,1994,1,1,13323.016194,3
21,1994,0,1,16851.417004,7
21,1994,0,0,10331.781377,11
21,1994,3,0,8915.2226721,7
21,1994,0,1,13020.860324,7
21,1994,3,0,12473.947368,3
21,1994,0,0,17339.848178,7
21,1994,0,1,5848.1781377,10
21,1994,1,1,15177.105263,11
21,1994,0,1,18660.020243,7
21,1994,1,0,12476.11336,10
21,1994,2,0,7485.6680162,9
21,1994,3,0,8109.4736842,10
21,1994,1,0,9674.402834,11
21,1994,2,1,62819.180162,11
21,1994,1,1,23825.910931,7
21,1994,1,1,27621.811741,9
21,1994,1,0,4786.8421053,11
21,1994,0,0,5081.417004,10
21,1994,3,0,5265.5263158,7
21,1994,3,0,6814.2105263,7
21,1994,0,0,13574.271255,7
21,1994,1,1,7288.562753,10
21,1994,1,0,0,9
21,1994,0,1,16985.708502,7
21,1994,0,0,0,11
21,1994,1,1,6129.757085,7
21,1994,0,0,28908.410931,3
21,1994,0,1,50947.378543,10
21,1994,1,0,13429.149798,7
21,1994,2,0,21658.836032,11
21,1994,3,0,6546.7105263,7
21,1994,2,0,6290.0404858,7
21,1994,1,1,32316.59919,7
21,1994,1,1,9530.3643725,7
21,1994,1,0,16691.133603,7
21,1994,3,0,13329.51417,7
21,1994,0,1,7797.5708502,7
21,1994,2,0,5848.1781377,11
21,1994,1,0,5068.4210526,7
21,1994,0,1,41099.696356,7
21,1994,1,0,2731.3157895,7
21,1994,2,1,9062.5101215,11
21,1994,2,0,6588.9473684,9
21,1994,0,0,0,11
21,1994,0,1,92209.524291,7
21,1994,0,1,19797.165992,9
21,1994,1,0,0,11
21,1994,3,0,5198.3805668,7
21,1994,0,1,42610.475709,9
21,1994,0,0,0,10
21,1994,1,0,6588.9473684,7
21,1994,1,1,29240.890688,9
21,1994,1,0,6588.9473684,9
21,1994,0,0,0,7
21,1994,3,0,38182.105263,11
21,1994,0,1,14078.947368,11
21,1994,1,0,6082.1052632,10
21,1994,0,1,7039.4736842,11
21,1994,0,0,8663.9676113,7
21,1994,1,0,43189.878543,9
21,1994,4,0,7641.6194332,11
21,1994,1,0,4184.6963563,10
21,1994,3,0,3322.6315789,7
21,1994,0,1,8230.7692308,11
21,1994,2,0,6095.1012146,10
21,1994,4,0,3885.7894737,10
21,1994,2,0,11263.157895,10
21,1994,0,1,32829.939271,10
21,1994,2,0,12519.433198,10
21,1994,3,0,8005.5060729,11
21,1994,0,1,7039.4736842,11
21,1994,2,0,7630.7894737,9
21,1994,1,1,7604.7975709,9
21,1994,4,1,1624.4939271,7
21,1994,1,0,2885.1012146,7
21,1994,4,0,9376.5789474,11
21,1994,3,0,4964.4534413,7
21,1994,0,0,7069.7975709,7
21,1994,3,0,8369.3927126,9
21,1994,3,0,12445.789474,11
21,1994,0,1,39312.753036,10
21,1994,0,0,13418.319838,7
21,1994,5,0,1.0829959514,0
21,1994,0,1,11120.202429,11
21,1994,2,0,3716.8421053,11
21,1994,0,0,5718.2186235,3
21,1994,1,1,26316.801619,11
21,1994,2,0,2209.3117409,7
21,1994,2,1,16613.157895,10
21,1994,1,1,15161.94332,11
21,1994,0,1,16851.417004,10
21,1994,2,0,27074.898785,9
21,1994,0,0,16374.898785,10
21,1994,1,0,11036.811741,3
21,1994,0,0,5518.9473684,11
21,1994,4,0,6270.5465587,7
21,1994,2,0,16894.736842,7
21,1994,1,0,11036.811741,11
21,1994,0,0,5414.9797571,3
21,1994,3,0,864.23076923,9
21,1994,0,1,59997.975709,11
21,1994,0,0,12077.57085,7
21,1994,0,0,10864.615385,9
21,1994,0,0,3171.0121457,7
21,1994,0,1,7039.4736842,7
21,1994,0,0,23836.740891,11
21,1994,0,0,5458.2995951,11
21,1994,0,0,5956.4777328,11
21,1994,0,1,12352.651822,11
21,1994,0,0,97194.554656,9
21,1994,1,0,12476.11336,11
21,1994,0,0,9487.0445344,11
21,1994,0,1,40070.850202,11
21,1994,1,1,24943.562753,11
21,1994,0,1,14050.789474,11
21,1994,0,1,32583.016194,7
21,1994,4,0,8109.4736842,11
21,1994,2,0,0,7
21,1994,5,0,7461.8421053,9
21,1994,0,1,3908.5323887,7
21,1994,2,0,283.74493927,10
21,1994,0,1,19493.927126,3
21,1994,0,1,3248.9878543,7
21,1994,1,0,2393.4210526,9
21,1994,0,1,34710.020243,10
21,1994,4,0,857.73279352,7
21,1994,0,1,649.79757085,0
21,1994,0,0,0,10
21,1994,0,0,6875.9412955,10
21,1994,1,0,17411.325911,11
21,1994,0,1,32100,9
21,1994,0,1,6497.9757085,0
21,1994,0,0,7069.7975709,7
21,1994,0,0,4955.7894737,9
21,1994,0,0,2274.291498,7
21,1994,3,0,6290.0404858,9
21,1994,3,1,15114.291498,11
21,1994,2,0,6335.5263158,9
21,1994,1,1,10398.927126,3
21,1994,0,0,5458.2995951,7
21,1994,2,0,5293.6842105,10
21,1994,1,1,16535.182186,10
21,1994,2,0,7485.6680162,11
21,1994,0,0,7884.2105263,3
21,1994,0,0,0,7
21,1994,3,0,38182.105263,3
21,1994,0,0,12581.163968,0
21,1994,1,1,23999.190283,11
21,1994,0,0,0,11
21,1994,1,1,29257.135628,9
21,1994,1,0,6875.9412955,3
21,1994,2,0,3248.9878543,11
21,1994,0,1,16244.939271,11
21,1994,3,0,3984.3421053,10
21,1994,0,1,112182.13563,11
21,1994,4,1,649.79757085,10
21,1994,0,0,7993.5931174,11
21,1994,3,0,8525.3441296,11
21,1994,1,0,12995.951417,7
21,1994,0,0,1195.6275304,10
22,1994,0,0,4509.5951417,10
22,1994,1,1,5956.4777328,10
22,1994,3,0,6439.4939271,11
22,1994,0,0,11917.287449,11
22,1994,0,0,59882.095142,11
22,1994,0,1,38121.45749,7
22,1994,0,0,0,11
22,1994,0,1,22084.453441,11
22,1994,2,1,6497.9757085,11
22,1994,1,0,27136.629555,7
22,1994,1,1,11375.789474,9
22,1994,3,0,5913.1578947,11
22,1994,2,1,15161.94332,11
22,1994,2,0,5510.2834008,9
22,1994,3,1,59354.676113,3
22,1994,0,1,21528.876518,10
22,1994,0,0,1624.4939271,10
22,1994,1,1,7823.562753,7
22,1994,1,1,34092.712551,11
22,1994,1,0,465.68825911,10
22,1994,0,1,75273.633603,9
22,1994,0,1,19493.927126,7
22,1994,1,1,139636.083,11
22,1994,0,0,8447.3684211,9
22,1994,0,1,16695.465587,9
22,1994,0,1,20429.635628,11
22,1994,2,0,5510.2834008,3
22,1994,3,0,6160.0809717,11
22,1994,1,1,11912.955466,7
22,1994,0,0,8851.3259109,7
22,1994,0,1,10044.787449,11
22,1994,3,0,6666.9230769,11
22,1994,2,0,63355.263158,7
22,1994,4,0,7589.6356275,11
22,1994,0,0,54202.864372,7
22,1994,2,1,41151.680162,7
22,1994,2,0,7147.7732794,9
22,1994,0,1,48193.319838,10
22,1994,0,1,23869.230769,11
22,1994,1,0,4786.8421053,11
22,1994,1,0,2393.4210526,9
22,1994,0,0,56653.684211,10
22,1994,3,1,41153.846154,9
22,1994,3,0,8083.4817814,10
22,1994,0,1,2707.4898785,11
22,1994,3,1,59354.676113,7
22,1994,4,0,12008.259109,9
22,1994,1,1,9012.6923077,11
22,1994,0,1,20187.044534,11
22,1994,2,0,20513.026316,9
22,1994,0,1,43978.299595,10
22,1994,3,0,5705.2226721,3
22,1994,2,0,5510.2834008,7
22,1994,0,1,9987.388664,11
22,1994,4,0,19039.068826,7
22,1994,2,1,6429.7469636,11
22,1994,2,0,8230.7692308,3
22,1994,0,0,54.149797571,9
22,1994,0,0,59728.309717,11
22,1994,3,0,5640.242915,10
22,1994,1,0,3755.8299595,11
22,1994,2,0,6147.0850202,7
22,1994,3,1,16463.704453,9
22,1994,0,1,25937.753036,7
22,1994,2,0,82221.052632,10
22,1994,0,1,19037.98583,7
22,1994,3,0,5510.2834008,7
22,1994,0,1,32489.878543,9
22,1994,2,1,2056.6093117,10
22,1994,4,0,6471.9838057,10
22,1994,0,0,0,11
22,1994,0,1,13515.789474,10
22,1994,0,1,23825.910931,7
22,1994,1,0,63917.338057,7
22,1994,2,1,41151.680162,7
22,1994,2,0,3833.805668,11
22,1994,0,0,25253.299595,10
22,1994,0,1,15034.149798,11
22,1994,0,0,11964.939271,11
22,1994,2,1,31711.204453,9
22,1994,2,0,5835.1821862,11
22,1994,0,1,25253.299595,11
22,1994,0,1,25991.902834,7
22,1994,0,0,8177.7024291,11
22,1994,3,0,16085.738866,11
22,1994,0,0,40691.406883,10
22,1994,3,0,4184.6963563,9
22,1994,1,0,4184.6963563,11
22,1994,2,1,5591.5080972,11
22,1994,5,1,15400.202429,11
22,1994,0,1,22084.453441,7
22,1994,3,1,14457.995951,7
22,1994,1,0,4184.6963563,9
22,1994,0,0,8331.4878543,7
22,1994,0,1,20127.479757,10
23,1994,0,1,6497.9757085,9
23,1994,2,0,5471.2955466,11
23,1994,0,1,41892.449393,11
23,1994,1,1,30648.785425,11
23,1994,0,1,17487.135628,10
23,1994,3,0,4895.1417004,9
23,1994,0,0,0,11
23,1994,1,0,4106.7206478,11
23,1994,2,1,11122.368421,11
23,1994,0,1,11912.955466,11
23,1994,3,0,5835.1821862,11
23,1994,0,0,0,9
23,1994,1,0,13866.680162,7
23,1994,0,1,32489.878543,11
23,1994,0,0,6225.0607287,9
23,1994,0,0,19102.965587,9
23,1994,0,0,0,10
23,1994,1,1,8304.4129555,7
23,1994,0,0,8708.3704453,9
23,1994,0,0,2872.1052632,9
23,1994,3,0,2651.1740891,9
23,1994,0,0,0,11
23,1994,1,1,3857.6315789,10
23,1994,0,1,15595.1417,10
23,1994,4,0,7028.6437247,0
23,1994,4,0,8941.2145749,10
23,1994,0,0,342.22672065,10
23,1994,1,0,684.4534413,11
23,1994,3,0,6983.1578947,11
23,1994,2,1,42117.712551,11
23,1994,1,1,15218.259109,11
23,1994,1,0,4557.2469636,10
23,1994,0,1,24545.020243,11
23,1994,0,1,25199.149798,7
23,1994,2,1,1841.0931174,10
23,1994,0,0,23825.910931,10
23,1994,5,0,9432.8947368,11
23,1994,0,1,18693.593117,9
23,1994,0,1,29407.672065,11
23,1994,1,1,48843.117409,3
23,1994,0,1,11955.192308,9
23,1994,0,1,4395.8805668,10
23,1994,0,1,57615.384615,11
23,1994,0,0,11321.639676,10
23,1994,1,0,18567.965587,11
23,1994,1,0,14078.947368,7
23,1994,2,0,0,10
23,1994,1,0,4106.7206478,11
23,1994,2,0,8083.4817814,10
23,1994,0,1,16731.204453,10
23,1994,3,0,9097.1659919,11
23,1994,2,1,8893.562753,11
23,1994,0,1,12995.951417,11
23,1994,1,0,11027.064777,7
23,1994,1,0,3625.8704453,11
23,1994,2,0,6445.9919028,10
23,1994,1,0,974.69635628,11
23,1994,0,0,14958.340081,10
23,1994,0,1,13836.356275,11
23,1994,0,0,5952.145749,11
23,1994,1,1,34378.623482,11
31,1994,2,0,4043.9068826,9
31,1994,1,0,11036.811741,11
31,1994,1,1,21659.919028,11
31,1994,1,0,11410.445344,10
31,1994,0,0,0,11
31,1994,1,1,6611.6902834,10
31,1994,1,0,6887.854251,7
31,1994,2,1,9892.0850202,9
31,1994,2,0,4431.6194332,10
31,1994,2,1,10864.615385,11
31,1994,2,0,5874.1700405,11
31,1994,2,1,8663.9676113,11
31,1994,1,0,3625.8704453,11
31,1994,1,1,19034.736842,9
31,1994,0,0,6356.1032389,10
31,1994,2,1,13081.508097,11
31,1994,0,1,5547.1052632,3
31,1994,4,0,4106.7206478,11
31,1994,0,1,19632.550607,10
31,1994,3,0,4548.582996,11
31,1994,0,1,39312.753036,7
31,1994,0,1,121559.79757,11
31,1994,0,0,7919.9493927,10
31,1994,0,1,19493.927126,10
31,1994,0,0,27059.736842,7
31,1994,1,0,7238.7449393,7
31,1994,0,0,0,11
31,1994,3,1,11113.704453,11
31,1994,5,0,5588.2591093,11
31,1994,5,1,7823.562753,11
31,1994,2,0,74024.939271,10
31,1994,0,0,4106.7206478,11
31,1994,1,1,2165.9919028,11
31,1994,0,1,21659.919028,10
31,1994,0,0,12333.157895,7
31,1994,2,0,4431.6194332,9
31,1994,2,1,12995.951417,10
31,1994,0,1,22651.94332,0
31,1994,3,0,3191.5890688,10
31,1994,0,1,5360.8299595,11
31,1994,3,1,10680.506073,11
31,1994,0,0,4331.9838057,11
31,1994,3,1,5999.7975709,11
31,1994,0,1,26004.898785,10
31,1994,0,1,30302.226721,11
31,1994,0,0,3097.3684211,10
31,1994,1,0,860.98178138,10
31,1994,0,1,12995.951417,11
31,1994,0,0,1624.4939271,11
31,1994,0,1,6714.5748988,11
31,1994,4,1,17616.012146,11
31,1994,3,1,5020.7692308,9
31,1994,1,1,81874.493927,10
31,1994,2,0,14542.469636,11
31,1994,0,0,0,11
31,1994,2,1,5809.1902834,10
31,1994,0,0,5952.145749,7
31,1994,0,0,9759.9595142,10
31,1994,0,1,4548.582996,11
31,1994,3,0,5471.2955466,11
31,1994,1,1,9746.9635628,10
31,1994,3,0,11687.692308,11
31,1994,1,1,1646.1538462,10
31,1994,0,1,19632.550607,11
31,1994,2,0,28591.093117,7
31,1994,0,1,29240.890688,9
31,1994,3,1,34537.823887,9
31,1994,3,0,6814.2105263,10
31,1994,0,0,5692.2267206,10
31,1994,0,0,14595.536437,11
31,1994,3,1,6686.417004,11
31,1994,0,0,0,7
31,1994,2,1,11371.45749,11
31,1994,2,1,15161.94332,11
31,1994,0,1,15702.3583,10
31,1994,1,0,3625.8704453,10
31,1994,3,1,5817.854251,11
31,1994,2,1,7960.0202429,11
31,1994,9,0,14720.080972,9
31,1994,1,0,0,11
31,1994,3,0,4349.3117409,10
32,1994,5,1,14093.026316,9
32,1994,0,1,7406.6093117,10
32,1994,0,1,24095.576923,11
32,1994,2,0,2425.9109312,10
32,1994,0,1,7256.0728745,9
32,1994,1,1,17917.08502,9
32,1994,2,1,45382.945344,10
32,1994,0,1,29537.631579,9
32,1994,0,1,14620.445344,10
32,1994,0,0,6555.3744939,11
33,1994,2,0,10268.967611,9
33,1994,3,0,5705.2226721,11
33,1994,1,1,19493.927126,7
33,1994,1,1,3594.4635628,10
33,1994,0,1,29433.663968,10
33,1994,0,0,4652.5506073,7
33,1994,2,0,4769.51417,11
33,1994,0,0,4509.5951417,10
33,1994,2,1,20793.522267,10
33,1994,0,1,9746.9635628,7
33,1994,2,1,10396.761134,11
33,1994,3,0,25284.706478,11
33,1994,0,1,12237.854251,10
33,1994,0,0,7110.951417,10
33,1994,3,0,6121.0931174,9
33,1994,2,0,10097.854251,10
33,1994,4,1,19775.506073,7
33,1994,0,1,17112.419028,10
33,1994,3,1,10743.319838,9
33,1994,0,0,0,9
33,1994,1,1,34655.870445,7
33,1994,3,0,5412.8137652,9
33,1994,0,1,43130.313765,11
33,1994,1,0,0,11
33,1994,0,0,5653.2388664,11
33,1994,3,0,4331.9838057,9
33,1994,0,0,5979.2206478,9
33,1994,0,0,5796.194332,9
33,1994,2,0,5926.1538462,10
33,1994,0,1,20594.251012,9
33,1994,0,0,5796.194332,10
33,1994,2,0,4678.5425101,3
33,1994,1,1,12107.894737,10
33,1994,0,0,5536.2753036,9
33,1994,0,0,4509.5951417,11
33,1994,0,0,6705.9109312,10
33,1994,3,0,4951.4574899,11
33,1994,0,1,27533.006073,10
33,1994,0,1,20074.412955,9
33,1994,1,0,0,11
33,1994,0,1,38304.483806,10
33,1994,0,1,7797.5708502,7
33,1994,1,1,11696.356275,7
33,1994,1,1,13598.097166,10
33,1994,2,0,3768.8259109,7
33,1994,0,1,16760.445344,10
33,1994,1,0,7017.8137652,9
33,1994,2,0,18952.42915,9
33,1994,1,1,3261.9838057,11
33,1994,0,1,7538.7348178,11
33,1994,2,0,8096.4777328,9
33,1994,0,0,12568.168016,11
33,1994,3,1,44012.955466,3
33,1994,1,1,22742.91498,7
33,1994,2,0,20693.88664,9
33,1994,1,1,13212.550607,7
33,1994,0,1,15901.629555,10
33,1994,0,1,12237.854251,7
33,1994,1,0,0,11
33,1994,0,0,1540.0202429,10
33,1994,0,0,9318.097166,7
33,1994,0,0,7369.7874494,7
33,1994,0,1,33789.473684,11
33,1994,0,0,0,9
33,1994,0,0,2001.3765182,11
33,1994,0,1,15985.020243,7
33,1994,0,0,4331.9838057,9
33,1994,1,1,1527.0242915,10
33,1994,0,0,4769.51417,11
33,1994,1,1,33735.323887,7
33,1994,0,1,39096.153846,11
33,1994,0,1,71148.502024,3
33,1994,0,0,2144.3319838,11
33,1994,0,1,14715.748988,7
33,1994,0,1,36388.663968,11
33,1994,2,0,3248.9878543,10
33,1994,0,1,15486.842105,11
33,1994,0,1,42150.202429,7
33,1994,3,0,5380.3238866,10
33,1994,2,0,7377.3684211,11
33,1994,1,1,11263.157895,7
33,1994,0,1,19552.408907,11
33,1994,2,0,6147.0850202,11
33,1994,0,0,2615.4352227,9
33,1994,1,1,649.79757085,11
33,1994,0,0,16244.939271,11
33,1994,5,0,6121.0931174,11
33,1994,3,1,6497.9757085,3
33,1994,0,0,9582.3481781,7
33,1994,4,0,6303.0364372,11
33,1994,4,1,5394.402834,11
33,1994,1,0,4353.6437247,9
33,1994,0,1,75347.277328,11
33,1994,3,0,44012.955466,10
33,1994,5,0,33139.676113,11
34,1994,1,1,29958.917004,10
34,1994,0,0,5952.145749,0
34,1994,4,1,671.45748988,11
34,1994,3,0,0,11
34,1994,1,0,4184.6963563,11
34,1994,0,1,3812.145749,11
34,1994,3,0,11436.437247,11
34,1994,2,0,16273.097166,11
34,1994,0,0,21327.439271,0
34,1994,0,0,6913.8461538,10
34,1994,1,0,3801.3157895,10
