year,id,age,childs,sibs,degree,race,sex,region,income16,relig,marital,padeg,madeg,partyid,polviews,happy,partners,grass,zodiac,pres12,wtssall,income_rc,agegrp,ageq,siblings,kids,religion,bigregion,partners_rc,obama
2016,1471,46,3,2,High School,White,Male,Mountain,21,None,Divorced,NA,High School,"Ind,near Dem",4,Pretty Happy,NA,NA,Sagittarius,NA,0.956993511490439,Gt $75000,Age 45-55,Age 34-49,2,3,None,West,NA,NA
2016,1472,83,3,4,Bachelor,White,Female,Mountain,20,Protestant,Widowed,High School,Bachelor,Not Str Republican,6,Very Happy,NA,NA,Libra,2,0.4784967557452195,Gt $60000,Age 65+,Age 62+,4,3,Protestant,West,NA,0
2016,1473,38,4,2,Bachelor,White,Female,Mountain,26,Protestant,Married,Graduate,Bachelor,Not Str Republican,5,Very Happy,1 Partner,Not Legal,Cancer,2,0.956993511490439,Gt $170000,Age 35-45,Age 34-49,2,4+,Protestant,West,1,0
2016,1474,80,5,3,Junior College,White,Male,Mountain,22,Protestant,Married,Lt High School,High School,Strong Republican,6,Pretty Happy,NA,NA,Pisces,2,0.956993511490439,Gt $90000,Age 65+,Age 62+,3,4+,Protestant,West,NA,0
2016,1475,58,2,5,High School,White,Female,Mountain,26,Protestant,Married,Bachelor,Lt High School,"Ind,near Dem",4,Pretty Happy,1 Partner,Legal,Libra,1,0.956993511490439,Gt $170000,Age 55-65,Age 49-62,5,2,Protestant,West,1,1
2016,1476,52,0,4,High School,White,Female,E. Sou. Central,13,None,Married,NA,High School,Strong Democrat,4,Pretty Happy,NA,NA,Sagittarius,NA,0.956993511490439,Gt $20000,Age 45-55,Age 49-62,4,0,None,South,NA,NA
2016,1477,31,2,2,High School,White,Female,E. Sou. Central,20,Protestant,Married,Lt High School,High School,Not Str Republican,7,Very Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,2,2,Protestant,South,NA,NA
2016,1478,34,4,2,High School,White,Male,E. Sou. Central,24,None,Married,High School,Bachelor,Independent,4,Very Happy,1 Partner,Legal,Aquarius,NA,0.956993511490439,Gt $130000,Age 18-35,Age 18-34,2,4+,None,South,1,NA
2016,1479,31,1,2,High School,White,Female,E. Sou. Central,20,Protestant,Married,High School,High School,Independent,4,Pretty Happy,1 Partner,Not Legal,Leo,NA,0.956993511490439,Gt $60000,Age 18-35,Age 18-34,2,1,Protestant,South,1,NA
2016,1480,63,2,2,High School,White,Male,E. Sou. Central,NA,Protestant,Married,Lt High School,High School,"Ind,near Rep",6,Pretty Happy,1 Partner,Not Legal,Pisces,2,1.5643633629752385,NA,Age 55-65,Age 62+,2,2,Protestant,South,1,0
2016,1481,57,0,3,Bachelor,White,Female,E. Sou. Central,20,None,Never Married,Bachelor,High School,"Ind,near Rep",6,Pretty Happy,NA,NA,Pisces,2,0.4784967557452195,Gt $60000,Age 55-65,Age 49-62,3,0,None,South,NA,0
2016,1482,45,2,2,High School,White,Male,E. Sou. Central,23,Protestant,Married,Bachelor,High School,"Ind,near Rep",6,Pretty Happy,1 Partner,Not Legal,Aries,NA,0.956993511490439,Gt $110000,Age 35-45,Age 34-49,2,2,Protestant,South,1,NA
2016,1483,60,2,6,Lt High School,White,Male,E. Sou. Central,21,Catholic,Married,NA,NA,"Ind,near Dem",4,Very Happy,NA,NA,Gemini,NA,0.956993511490439,Gt $75000,Age 55-65,Age 49-62,6+,2,Catholic,South,NA,NA
2016,1484,67,2,5,High School,White,Female,E. Sou. Central,14,Protestant,Married,NA,NA,"Ind,near Rep",7,Pretty Happy,1 Partner,NA,Scorpio,2,0.956993511490439,Gt $20000,Age 65+,Age 62+,5,2,Protestant,South,1,0
2016,1485,63,0,2,High School,Black,Male,E. Sou. Central,15,Protestant,Never Married,High School,High School,Strong Republican,3,Pretty Happy,"1 or More, # Unknown",Not Legal,Sagittarius,NA,0.4784967557452195,Gt $25000,Age 55-65,Age 62+,2,0,Protestant,South,NA,NA
2016,1486,50,4,1,Bachelor,Other,Male,E. Sou. Central,17,Christian,Divorced,Bachelor,High School,Strong Republican,4,Not Too Happy,1 Partner,NA,Virgo,NA,0.956993511490439,Gt $35000,Age 45-55,Age 49-62,1,4+,Other,South,1,NA
2016,1487,29,2,9,Lt High School,Other,Male,E. Sou. Central,19,Protestant,Married,Lt High School,Lt High School,Independent,5,Pretty Happy,1 Partner,Not Legal,Taurus,NA,0.956993511490439,Gt $50000,Age 18-35,Age 18-34,6+,2,Protestant,South,1,NA
2016,1488,23,1,2,High School,White,Female,E. Sou. Central,NA,Protestant,Married,NA,Bachelor,Independent,4,Not Too Happy,NA,NA,Scorpio,NA,3.128726725950477,NA,Age 18-35,Age 18-34,2,1,Protestant,South,NA,NA
2016,1489,59,5,4,High School,White,Male,E. Sou. Central,22,Protestant,Married,High School,High School,"Ind,near Rep",6,Pretty Happy,1 Partner,Not Legal,Capricorn,2,0.956993511490439,Gt $90000,Age 55-65,Age 49-62,4,4+,Protestant,South,1,0
2016,1490,38,2,3,Graduate,White,Female,E. Sou. Central,24,Protestant,Married,Graduate,Bachelor,Not Str Republican,5,Very Happy,1 Partner,Legal,Pisces,1,0.956993511490439,Gt $130000,Age 35-45,Age 34-49,3,2,Protestant,South,1,1
2016,1491,32,0,2,Bachelor,White,Female,E. Sou. Central,20,None,Never Married,Graduate,High School,"Ind,near Dem",3,Very Happy,2 Partners,Legal,Leo,1,0.3918250538365702,Gt $60000,Age 18-35,Age 18-34,2,0,None,South,2,1
2016,1492,32,0,2,Junior College,Other,Male,E. Sou. Central,19,Protestant,Never Married,Bachelor,Bachelor,Strong Republican,6,Pretty Happy,NA,NA,Leo,2,0.7821816814876192,Gt $50000,Age 18-35,Age 18-34,2,0,Protestant,South,NA,0
2016,1493,48,0,1,High School,White,Male,E. Sou. Central,18,Protestant,Never Married,NA,Lt High School,Strong Democrat,4,Not Too Happy,NA,NA,Cancer,1,0.4784967557452195,Gt $40000,Age 45-55,Age 34-49,1,0,Protestant,South,NA,1
2016,1494,64,0,5,High School,White,Female,E. Sou. Central,18,Protestant,Married,Lt High School,Lt High School,"Ind,near Dem",6,Pretty Happy,1 Partner,Not Legal,Sagittarius,NA,0.956993511490439,Gt $40000,Age 55-65,Age 62+,5,0,Protestant,South,1,NA
2016,1495,30,0,1,Bachelor,White,Female,E. Sou. Central,20,Protestant,Never Married,High School,High School,"Ind,near Dem",3,Pretty Happy,1 Partner,NA,Scorpio,1,0.4784967557452195,Gt $60000,Age 18-35,Age 18-34,1,0,Protestant,South,1,1
2016,1496,25,1,4,High School,Black,Female,E. Sou. Central,9,Protestant,Never Married,NA,NA,"Ind,near Dem",4,Pretty Happy,NA,NA,Virgo,1,0.4784967557452195,Gt $10000,Age 18-35,Age 18-34,4,1,Protestant,South,NA,1
2016,1497,48,4,10,High School,Black,Female,E. Sou. Central,14,Moslem/Islam,Divorced,High School,High School,Not Str Democrat,3,Not Too Happy,2 Partners,NA,Libra,1,0.956993511490439,Gt $20000,Age 45-55,Age 34-49,6+,4+,Other,South,2,1
2016,1498,29,2,8,Lt High School,White,Female,E. Sou. Central,15,Catholic,Married,Lt High School,NA,"Ind,near Rep",5,Pretty Happy,1 Partner,Not Legal,Scorpio,NA,0.956993511490439,Gt $25000,Age 18-35,Age 18-34,6+,2,Catholic,South,1,NA
2016,1499,23,0,0,Graduate,White,Male,E. Sou. Central,1,Protestant,Never Married,High School,High School,Not Str Republican,5,Pretty Happy,NA,NA,Libra,NA,0.4784967557452195,Gt $0,Age 18-35,Age 18-34,0,0,Protestant,South,NA,NA
2016,1500,44,0,1,High School,White,Male,E. Sou. Central,20,None,Never Married,High School,Bachelor,"Ind,near Dem",3,Very Happy,2 Partners,Legal,Virgo,NA,0.4784967557452195,Gt $60000,Age 35-45,Age 34-49,1,0,None,South,2,NA
2016,1501,55,2,4,Graduate,Black,Female,E. Sou. Central,23,Protestant,Divorced,NA,Lt High School,Not Str Democrat,4,Very Happy,No Partners,Legal,Virgo,1,0.4784967557452195,Gt $110000,Age 45-55,Age 49-62,4,2,Protestant,South,0,1
2016,1502,25,0,2,Bachelor,White,Male,E. Sou. Central,18,Protestant,Never Married,Bachelor,Bachelor,"Ind,near Rep",4,Very Happy,1 Partner,Legal,Capricorn,2,0.4784967557452195,Gt $40000,Age 18-35,Age 18-34,2,0,Protestant,South,1,0
2016,1503,59,2,4,Bachelor,White,Male,E. Sou. Central,24,Protestant,Married,High School,High School,Strong Republican,6,Pretty Happy,NA,NA,Taurus,2,1.4354902672356584,Gt $130000,Age 55-65,Age 49-62,4,2,Protestant,South,NA,0
2016,1504,60,1,2,Bachelor,Black,Male,E. Sou. Central,24,Protestant,Never Married,High School,High School,Strong Democrat,6,Very Happy,3 Partners,Legal,Gemini,1,0.4784967557452195,Gt $130000,Age 55-65,Age 49-62,2,1,Protestant,South,3,1
2016,1505,53,1,2,Bachelor,White,Female,E. Sou. Central,23,Protestant,Married,Bachelor,High School,Other Party,1,Pretty Happy,NA,NA,Leo,3,1.913987022980878,Gt $110000,Age 45-55,Age 49-62,2,1,Protestant,South,NA,0
2016,1506,46,0,0,High School,White,Male,New England,NA,Catholic,Never Married,High School,High School,"Ind,near Rep",6,Pretty Happy,1 Partner,Not Legal,Leo,2,0.4784967557452195,NA,Age 45-55,Age 34-49,0,0,Catholic,Northeast,1,0
2016,1507,86,3,3,High School,White,Female,New England,NA,Protestant,Married,Lt High School,High School,"Ind,near Dem",4,Very Happy,1 Partner,Not Legal,Cancer,NA,0.956993511490439,NA,Age 65+,Age 62+,3,3,Protestant,Northeast,1,NA
2016,1508,29,0,4,Lt High School,Black,Female,New England,NA,Protestant,Never Married,NA,High School,Not Str Democrat,4,Pretty Happy,No Partners,Legal,Leo,1,1.4354902672356584,NA,Age 18-35,Age 18-34,4,0,Protestant,Northeast,0,1
2016,1509,70,2,1,High School,White,Female,New England,16,Catholic,Widowed,Lt High School,Lt High School,"Ind,near Rep",NA,Pretty Happy,No Partners,Not Legal,Scorpio,1,0.956993511490439,Gt $30000,Age 65+,Age 62+,1,2,Catholic,Northeast,0,1
2016,1510,50,3,2,Bachelor,White,Female,New England,19,Catholic,Divorced,High School,High School,Independent,4,Very Happy,1 Partner,Legal,Pisces,1,0.4784967557452195,Gt $50000,Age 45-55,Age 49-62,2,3,Catholic,Northeast,1,1
2016,1511,79,5,4,Bachelor,White,Female,New England,19,Catholic,Widowed,NA,High School,Not Str Republican,4,Very Happy,No Partners,Legal,Capricorn,2,0.4784967557452195,Gt $50000,Age 65+,Age 62+,4,4+,Catholic,Northeast,0,0
2016,1512,29,0,8,Bachelor,White,Male,New England,NA,Protestant,Never Married,NA,NA,Independent,5,Pretty Happy,No Partners,Not Legal,Taurus,NA,2.870980534471317,NA,Age 18-35,Age 18-34,6+,0,Protestant,Northeast,0,NA
2016,1513,50,4,4,High School,White,Female,New England,NA,Catholic,Divorced,High School,High School,Independent,4,Pretty Happy,1 Partner,Legal,NA,1,0.956993511490439,NA,Age 45-55,Age 49-62,4,4+,Catholic,Northeast,1,1
2016,1514,61,0,3,Bachelor,White,Male,New England,12,Protestant,Never Married,NA,High School,"Ind,near Dem",2,Not Too Happy,No Partners,Legal,Virgo,1,0.4784967557452195,Gt $15000,Age 55-65,Age 49-62,3,0,Protestant,Northeast,0,1
2016,1515,23,0,0,High School,White,Female,New England,16,Protestant,Never Married,Bachelor,High School,Independent,NA,Not Too Happy,No Partners,Not Legal,Scorpio,NA,1.4354902672356584,Gt $30000,Age 18-35,Age 18-34,0,0,Protestant,Northeast,0,NA
2016,1516,21,0,1,High School,White,Female,New England,24,None,Never Married,High School,Bachelor,Not Str Republican,6,Very Happy,NA,NA,Gemini,NA,1.913987022980878,Gt $130000,Age 18-35,Age 18-34,1,0,None,Northeast,NA,NA
2016,1517,29,1,3,Junior College,White,Female,New England,22,Catholic,Married,Bachelor,Bachelor,Not Str Republican,5,Very Happy,1 Partner,Not Legal,Cancer,2,1.5643633629752385,Gt $90000,Age 18-35,Age 18-34,3,1,Catholic,Northeast,1,0
2016,1518,80,3,2,High School,White,Female,New England,10,Catholic,Widowed,High School,High School,Not Str Democrat,4,Pretty Happy,No Partners,Not Legal,Leo,5,0.7821816814876192,Gt $10000,Age 65+,Age 62+,2,3,Catholic,Northeast,0,0
2016,1519,25,0,2,High School,White,Female,New England,17,Protestant,Never Married,NA,Junior College,Strong Republican,5,Pretty Happy,NA,NA,Leo,2,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,2,0,Protestant,Northeast,NA,0
2016,1520,71,3,3,Lt High School,White,Female,New England,11,Protestant,Married,NA,NA,Independent,NA,Not Too Happy,1 Partner,Not Legal,Aries,NA,0.956993511490439,Gt $15000,Age 65+,Age 62+,3,3,Protestant,Northeast,1,NA
2016,1521,68,2,6,High School,White,Female,New England,22,Catholic,Married,High School,High School,Independent,4,Very Happy,1 Partner,Legal,Aries,5,0.956993511490439,Gt $90000,Age 65+,Age 62+,6+,2,Catholic,Northeast,1,0
2016,1522,55,0,6,High School,White,Male,New England,13,Catholic,Never Married,High School,High School,"Ind,near Dem",7,Not Too Happy,1 Partner,NA,Sagittarius,NA,0.4784967557452195,Gt $20000,Age 45-55,Age 49-62,6+,0,Catholic,Northeast,1,NA
2016,1523,47,2,3,Bachelor,White,Male,New England,23,Catholic,Married,High School,High School,Not Str Republican,6,Pretty Happy,NA,NA,Taurus,2,0.956993511490439,Gt $110000,Age 45-55,Age 34-49,3,2,Catholic,Northeast,NA,0
2016,1524,64,4,7,Junior College,White,Male,New England,15,Catholic,Divorced,Lt High School,Lt High School,"Ind,near Dem",4,Pretty Happy,2 Partners,Not Legal,Pisces,3,0.4784967557452195,Gt $25000,Age 55-65,Age 62+,6+,4+,Catholic,Northeast,2,0
2016,1525,73,2,6,Lt High School,White,Female,New England,9,Protestant,Never Married,NA,Lt High School,Not Str Democrat,6,Not Too Happy,NA,NA,Gemini,1,0.4784967557452195,Gt $10000,Age 65+,Age 62+,6+,2,Protestant,Northeast,NA,1
2016,1526,80,2,0,High School,White,Female,New England,10,Protestant,Divorced,High School,High School,Not Str Republican,NA,Pretty Happy,No Partners,Not Legal,Aries,2,0.4784967557452195,Gt $10000,Age 65+,Age 62+,0,2,Protestant,Northeast,0,0
2016,1527,57,1,1,Junior College,White,Female,New England,8,Other,Divorced,High School,NA,"Ind,near Dem",4,Not Too Happy,No Partners,Legal,Leo,NA,0.4784967557452195,Gt $0,Age 55-65,Age 49-62,1,1,Other,Northeast,0,NA
2016,1528,55,0,2,Bachelor,White,Female,New England,10,Catholic,Never Married,High School,High School,Strong Democrat,2,Not Too Happy,1 Partner,Legal,Gemini,1,0.4784967557452195,Gt $10000,Age 45-55,Age 49-62,2,0,Catholic,Northeast,1,1
2016,1529,86,6,1,High School,White,Female,New England,14,Catholic,Divorced,Lt High School,Lt High School,Strong Democrat,3,Pretty Happy,NA,NA,Taurus,1,0.4784967557452195,Gt $20000,Age 65+,Age 62+,1,4+,Catholic,Northeast,NA,1
2016,1530,47,0,3,Graduate,White,Male,New England,20,None,Never Married,High School,High School,"Ind,near Rep",6,Very Happy,1 Partner,Legal,Capricorn,NA,0.956993511490439,Gt $60000,Age 45-55,Age 34-49,3,0,None,Northeast,1,NA
2016,1531,52,2,8,Graduate,White,Male,New England,26,Protestant,Married,NA,High School,"Ind,near Dem",2,Pretty Happy,NA,NA,Scorpio,1,0.956993511490439,Gt $170000,Age 45-55,Age 49-62,6+,2,Protestant,Northeast,NA,1
2016,1532,61,3,5,Junior College,White,Female,New England,10,Catholic,Separated,Lt High School,High School,"Ind,near Rep",6,Pretty Happy,No Partners,NA,Pisces,2,0.4784967557452195,Gt $10000,Age 55-65,Age 49-62,5,3,Catholic,Northeast,0,0
2016,1533,34,0,0,Bachelor,White,Male,New England,21,None,Divorced,High School,High School,Not Str Democrat,2,Pretty Happy,2 Partners,Legal,Libra,1,0.956993511490439,Gt $75000,Age 18-35,Age 18-34,0,0,None,Northeast,2,1
2016,1534,65,0,2,Junior College,White,Male,New England,NA,Protestant,Married,High School,High School,Not Str Democrat,6,Pretty Happy,1 Partner,Legal,Virgo,NA,0.956993511490439,NA,Age 55-65,Age 62+,2,0,Protestant,Northeast,1,NA
2016,1535,69,2,4,High School,White,Female,New England,18,Catholic,Married,NA,Lt High School,"Ind,near Dem",2,Pretty Happy,1 Partner,Legal,Scorpio,1,0.956993511490439,Gt $40000,Age 65+,Age 62+,4,2,Catholic,Northeast,1,1
2016,1536,53,2,11,Graduate,White,Male,New England,20,None,Never Married,Bachelor,High School,"Ind,near Dem",2,Pretty Happy,NA,NA,Virgo,1,0.4784967557452195,Gt $60000,Age 45-55,Age 49-62,6+,2,None,Northeast,NA,1
2016,1537,64,0,2,Graduate,White,Female,New England,17,Protestant,Never Married,NA,Graduate,Strong Democrat,1,Not Too Happy,No Partners,Legal,Gemini,1,0.4784967557452195,Gt $35000,Age 55-65,Age 62+,2,0,Protestant,Northeast,0,1
2016,1538,68,2,4,Bachelor,White,Male,Middle Atlantic,26,Protestant,Divorced,NA,NA,Not Str Republican,5,Pretty Happy,1 Partner,Legal,Aquarius,2,0.956993511490439,Gt $170000,Age 65+,Age 62+,4,2,Protestant,Northeast,1,0
2016,1539,66,3,1,Junior College,White,Female,Middle Atlantic,13,Protestant,Widowed,High School,Lt High School,Strong Republican,6,Pretty Happy,NA,NA,Leo,2,0.4784967557452195,Gt $20000,Age 65+,Age 62+,1,3,Protestant,Northeast,NA,0
2016,1540,43,0,1,High School,Black,Male,Middle Atlantic,12,Protestant,Never Married,Lt High School,Lt High School,Not Str Republican,7,Not Too Happy,1 Partner,Not Legal,Cancer,2,0.956993511490439,Gt $15000,Age 35-45,Age 34-49,1,0,Protestant,Northeast,1,0
2016,1541,21,2,0,High School,White,Female,Middle Atlantic,17,None,Divorced,High School,High School,"Ind,near Rep",4,Not Too Happy,5-10 Partners,Not Legal,Aries,NA,1.4354902672356584,Gt $35000,Age 18-35,Age 18-34,0,2,None,Northeast,4+,NA
2016,1542,60,2,1,High School,White,Female,Middle Atlantic,20,Protestant,Widowed,Lt High School,Lt High School,Strong Democrat,5,Very Happy,No Partners,Not Legal,Scorpio,2,0.7821816814876192,Gt $60000,Age 55-65,Age 49-62,1,2,Protestant,Northeast,0,0
2016,1543,46,1,5,High School,White,Female,Middle Atlantic,10,Catholic,Never Married,Lt High School,Graduate,"Ind,near Dem",4,Pretty Happy,2 Partners,Not Legal,Pisces,1,0.4784967557452195,Gt $10000,Age 45-55,Age 34-49,5,1,Catholic,Northeast,2,1
2016,1544,23,0,0,Junior College,White,Male,Middle Atlantic,6,Catholic,Never Married,High School,High School,Not Str Democrat,6,Pretty Happy,NA,NA,Sagittarius,NA,1.5643633629752385,Gt $0,Age 18-35,Age 18-34,0,0,Catholic,Northeast,NA,NA
2016,1545,33,2,6,Lt High School,White,Male,Middle Atlantic,14,None,Never Married,NA,High School,"Ind,near Rep",6,Not Too Happy,11-20 Partners,Legal,Libra,NA,1.4354902672356584,Gt $20000,Age 18-35,Age 18-34,6+,2,None,Northeast,4+,NA
2016,1546,66,2,1,Graduate,White,Male,Middle Atlantic,20,None,Divorced,High School,High School,Strong Democrat,1,Very Happy,NA,NA,Aquarius,1,0.956993511490439,Gt $60000,Age 65+,Age 62+,1,2,None,Northeast,NA,1
2016,1547,43,3,7,Lt High School,Other,Female,Middle Atlantic,9,Catholic,Divorced,NA,Lt High School,Strong Democrat,2,Pretty Happy,1 Partner,Not Legal,Virgo,1,0.956993511490439,Gt $10000,Age 35-45,Age 34-49,6+,3,Catholic,Northeast,1,1
2016,1548,40,3,2,High School,Other,Female,Middle Atlantic,1,Catholic,Separated,NA,Lt High School,Independent,4,Not Too Happy,1 Partner,Legal,Scorpio,NA,0.4784967557452195,Gt $0,Age 35-45,Age 34-49,2,3,Catholic,Northeast,1,NA
2016,1549,59,0,1,Bachelor,White,Female,Middle Atlantic,21,Jewish,Married,Bachelor,High School,"Ind,near Dem",2,Very Happy,1 Partner,Legal,Gemini,1,0.956993511490439,Gt $75000,Age 55-65,Age 49-62,1,0,Jewish,Northeast,1,1
2016,1550,66,1,1,High School,White,Male,Middle Atlantic,10,None,Divorced,NA,NA,Strong Democrat,2,Not Too Happy,No Partners,Legal,Aquarius,1,0.4784967557452195,Gt $10000,Age 65+,Age 62+,1,1,None,Northeast,0,1
2016,1551,42,4,3,Graduate,Other,Female,Middle Atlantic,9,Protestant,Separated,Lt High School,Lt High School,"Ind,near Dem",NA,Pretty Happy,No Partners,Not Legal,Capricorn,NA,0.4784967557452195,Gt $10000,Age 35-45,Age 34-49,3,4+,Protestant,Northeast,0,NA
2016,1552,54,1,2,Bachelor,White,Male,Middle Atlantic,25,Jewish,Married,Bachelor,Graduate,"Ind,near Dem",1,Pretty Happy,1 Partner,Legal,NA,1,0.956993511490439,Gt $150000,Age 45-55,Age 49-62,2,1,Jewish,Northeast,1,1
2016,1553,24,0,1,High School,White,Male,Middle Atlantic,10,None,Never Married,High School,Junior College,Independent,2,Pretty Happy,NA,NA,Cancer,1,1.5643633629752385,Gt $10000,Age 18-35,Age 18-34,1,0,None,Northeast,NA,1
2016,1554,36,1,5,Junior College,White,Female,Middle Atlantic,3,Jewish,Never Married,NA,Graduate,Not Str Democrat,2,Not Too Happy,3 Partners,Legal,Virgo,1,0.956993511490439,Gt $0,Age 35-45,Age 34-49,5,1,Jewish,Northeast,3,1
2016,1555,52,0,9,High School,White,Male,Middle Atlantic,17,Protestant,Never Married,High School,High School,"Ind,near Rep",5,Pretty Happy,No Partners,Legal,Aquarius,NA,0.956993511490439,Gt $35000,Age 45-55,Age 49-62,6+,0,Protestant,Northeast,0,NA
2016,1556,26,1,4,High School,White,Male,Middle Atlantic,17,None,Never Married,Junior College,Junior College,Independent,4,Pretty Happy,NA,NA,Sagittarius,NA,0.956993511490439,Gt $35000,Age 18-35,Age 18-34,4,1,None,Northeast,NA,NA
2016,1557,64,0,1,High School,White,Female,Middle Atlantic,11,Jewish,Divorced,High School,High School,"Ind,near Dem",4,Not Too Happy,No Partners,Legal,Libra,1,0.7821816814876192,Gt $15000,Age 55-65,Age 62+,1,0,Jewish,Northeast,0,1
2016,1558,77,3,4,High School,White,Male,Middle Atlantic,19,Protestant,Married,Lt High School,High School,Not Str Republican,4,Pretty Happy,1 Partner,Not Legal,Aries,2,1.5643633629752385,Gt $50000,Age 65+,Age 62+,4,3,Protestant,Northeast,1,0
2016,1559,63,2,7,NA,White,Female,Middle Atlantic,NA,NA,Married,Lt High School,NA,NA,NA,NA,NA,NA,NA,NA,0.956993511490439,NA,Age 55-65,Age 62+,6+,2,NA,Northeast,NA,NA
2016,1560,58,3,7,Bachelor,White,Male,Middle Atlantic,20,Buddhism,Divorced,Graduate,Bachelor,Not Str Republican,5,Pretty Happy,NA,NA,Aries,2,0.956993511490439,Gt $60000,Age 55-65,Age 49-62,6+,3,Other,Northeast,NA,0
2016,1561,76,0,1,Bachelor,White,Female,Middle Atlantic,NA,Buddhism,Never Married,High School,High School,Not Str Democrat,4,Pretty Happy,NA,Legal,Gemini,1,0.7821816814876192,NA,Age 65+,Age 62+,1,0,Other,Northeast,NA,1
2016,1562,68,5,3,Bachelor,White,Male,Middle Atlantic,14,Catholic,Widowed,High School,High School,Not Str Republican,4,Not Too Happy,NA,NA,Aries,NA,0.4784967557452195,Gt $20000,Age 65+,Age 62+,3,4+,Catholic,Northeast,NA,NA
2016,1563,89,2,1,High School,White,Female,Middle Atlantic,12,Protestant,Widowed,Lt High School,Lt High School,Not Str Republican,4,Pretty Happy,No Partners,Not Legal,Capricorn,1,0.4784967557452195,Gt $15000,Age 65+,Age 62+,1,2,Protestant,Northeast,0,1
2016,1564,20,0,2,High School,White,Female,Middle Atlantic,24,Protestant,Never Married,Bachelor,Graduate,"Ind,near Rep",4,Pretty Happy,5-10 Partners,Legal,Gemini,NA,1.4354902672356584,Gt $130000,Age 18-35,Age 18-34,2,0,Protestant,Northeast,4+,NA
2016,1565,63,2,2,High School,White,Female,Middle Atlantic,20,Protestant,Married,High School,Lt High School,Strong Republican,6,Pretty Happy,NA,NA,Taurus,2,0.956993511490439,Gt $60000,Age 55-65,Age 62+,2,2,Protestant,Northeast,NA,0
2016,1566,57,0,0,Junior College,White,Female,Middle Atlantic,9,Protestant,Never Married,Bachelor,Bachelor,Not Str Republican,4,Pretty Happy,No Partners,Legal,Gemini,1,0.956993511490439,Gt $10000,Age 55-65,Age 49-62,0,0,Protestant,Northeast,0,1
2016,1567,66,4,3,High School,White,Female,Middle Atlantic,10,Protestant,Divorced,Lt High School,Lt High School,Strong Democrat,4,Pretty Happy,NA,NA,Libra,1,0.4784967557452195,Gt $10000,Age 65+,Age 62+,3,4+,Protestant,Northeast,NA,1
2016,1568,63,1,5,Graduate,White,Female,Middle Atlantic,21,Catholic,Widowed,Bachelor,Graduate,Not Str Democrat,3,Pretty Happy,No Partners,Not Legal,Cancer,1,0.4784967557452195,Gt $75000,Age 55-65,Age 62+,5,1,Catholic,Northeast,0,1
2016,1569,75,2,1,Graduate,White,Male,Middle Atlantic,19,None,Divorced,Lt High School,Lt High School,Independent,2,Very Happy,NA,NA,Libra,1,0.956993511490439,Gt $50000,Age 65+,Age 62+,1,2,None,Northeast,NA,1
2016,1570,66,1,1,Graduate,White,Female,Middle Atlantic,21,Jewish,Widowed,Graduate,Graduate,Other Party,4,Pretty Happy,1 Partner,Legal,Cancer,2,0.4784967557452195,Gt $75000,Age 65+,Age 62+,1,1,Jewish,Northeast,1,0
2016,1571,53,2,4,Bachelor,White,Male,Middle Atlantic,20,None,Married,NA,High School,Strong Democrat,2,Pretty Happy,1 Partner,Legal,Leo,1,0.956993511490439,Gt $60000,Age 45-55,Age 49-62,4,2,None,Northeast,1,1
2016,1572,49,1,5,Graduate,White,Female,Middle Atlantic,22,Jewish,Married,Bachelor,Bachelor,Strong Democrat,2,Pretty Happy,NA,NA,Virgo,1,1.4354902672356584,Gt $90000,Age 45-55,Age 34-49,5,1,Jewish,Northeast,NA,1
2016,1573,57,1,3,Graduate,White,Male,Middle Atlantic,24,None,Married,Lt High School,Lt High School,Strong Democrat,2,Very Happy,1 Partner,Legal,Virgo,1,0.956993511490439,Gt $130000,Age 55-65,Age 49-62,3,1,None,Northeast,1,1
2016,1574,41,2,6,High School,White,Female,Middle Atlantic,22,Other,Divorced,NA,High School,"Ind,near Dem",2,Very Happy,1 Partner,Not Legal,Aries,1,0.956993511490439,Gt $90000,Age 35-45,Age 34-49,6+,2,Other,Northeast,1,1
2016,1575,42,0,1,Graduate,White,Female,Middle Atlantic,20,None,Never Married,Bachelor,Bachelor,"Ind,near Dem",3,Pretty Happy,NA,NA,Leo,1,0.4784967557452195,Gt $60000,Age 35-45,Age 34-49,1,0,None,Northeast,NA,1
2016,1576,38,0,1,Bachelor,White,Male,Middle Atlantic,21,None,Married,Graduate,Graduate,"Ind,near Dem",2,Pretty Happy,1 Partner,Legal,Gemini,1,0.956993511490439,Gt $75000,Age 35-45,Age 34-49,1,0,None,Northeast,1,1
2016,1577,34,4,5,High School,White,Male,Middle Atlantic,NA,Protestant,Married,High School,High School,Independent,4,Pretty Happy,1 Partner,Legal,Capricorn,1,1.4354902672356584,NA,Age 18-35,Age 18-34,5,4+,Protestant,Northeast,1,1
2016,1578,72,2,3,Lt High School,White,Male,Middle Atlantic,1,Protestant,Widowed,NA,Lt High School,"Ind,near Dem",4,Not Too Happy,No Partners,Legal,Libra,NA,0.4784967557452195,Gt $0,Age 65+,Age 62+,3,2,Protestant,Northeast,0,NA
